index,Направление,Основа,Формирующее подразделение (институт),Формирующее подразделение (департамент),Курс,Год начала,Срок освоения,Средняя оценка ,Средняя оценка по первой сдаче,Код,ОКСО,Направление.1,Уровеь,Уровень,Форма,Олимпиада,Физическая культура,Рисунок,Химия,География,Информатика и ИКТ,История,Математика,Композиционный рисунок,Композиция,Рисунок и композиция,Русский язык,Творческий конкурс,Собеседование,Филология (отечественная),Творческое сочинение,Литература,Филология,Биология,Физика,Академический рисунок,Обществознание,Английский язык,Вступительный экзамен по программе,Иностранный язык,История искусств,id,username
195,uncass18ggl5g0000kainak4oc18p6l0,госбюджетное место,Новых материалов и технологий,Машиностроения,2,2016,4.0,79.01,79.01,15.00.00,15.03.04,Автоматизация технологических процессов и производств,61,Прикладной бакалавриат,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284099,nikonokos
196,uncass18ggl5g0000kaio552smv9cm3o,сверхплановое место,Уральский энергетический,0,3,2015,4.1,0.0,0.0,13.00.00,13.03.02,Электроэнергетика и электротехника,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,56170,id252869270
197,uncass18ggl5g0000kaine6felfa21hg,госбюджетное место,Новых материалов и технологий,Машиностроения,3,2015,4.0,77.88,77.88,15.00.00,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,61,Прикладной бакалавриат,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83956,id126990990
198,uncass18ggl5g0000kastgtvio9g2a1c,сверхплановое место,Высшая школа экономики и менеджмента,Финансовой и экономической безопасности,3,2015,5.0,64.9,67.23,38.00.00,38.05.01,Экономическая безопасность,65,Специалист,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77907,massagIvanov
199,uncass18ggl5g0000kaqv9oh6kqhp7g8,сверхплановое место,Уральский гуманитарный институт,Лингвистики,1,2017,4.0,0.0,0.0,45.00.00,45.03.02,Лингвистика,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,77856,letempstue
200,uncass18hc2jg0000lavabhpccsq2dlk,госбюджетное место,Высшая школа экономики и менеджмента,Центр заочного и дистанционного обучения,4,2014,4.6,0.0,0.0,38.00.00,38.03.02,Менеджмент,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,119072,olsho7
201,uncass18hc2jg0000lae523e54ppmt0s,сверхплановое место,Высшая школа экономики и менеджмента,Высшая школа экономики и менеджмента,1,2017,4.0,0.0,0.0,38.00.00,38.03.02,Менеджмент,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,203052,olgamakarosha
202,uncass18ggl5g0000l24v9iku781vf40,госбюджетное место,Уральский гуманитарный институт,Международных отношений,3,2015,3.0,0.0,0.0,46.00.00,46.06.01,Исторические науки и археология,70,Аспирант,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125601,dtvsamara
203,uncass18hc2jg0000l8o34nnto8eiblc,госбюджетное место,Высшая школа экономики и менеджмента,Экономики и финансов,4,2014,4.0,90.52,90.52,38.00.00,38.03.01,Экономика,62,Бакалавр,Очная,ВО,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,173888,anna_91
204,uncass18ggl5g0000kain7dt2j01t94k,сверхплановое место,Новых материалов и технологий,Машиностроения,3,2015,3.6,0.0,0.0,15.00.00,15.03.02,Технологические машины и оборудование,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,54104,gurova
205,uncass18ggl5g0000kail4d1g44ti8bs,сверхплановое место,Строительный,0,2,2016,3.6,0.0,0.0,08.00.00,08.03.01,Строительство,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,269506,zihvart
206,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,3,2015,4.0,87.86,88.29,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,188111,kshlykov11
207,uncass18ggl5g0000kain7dt2j01t94k,сверхплановое место,Новых материалов и технологий,Машиностроения,3,2015,3.6,0.0,0.0,15.00.00,15.03.02,Технологические машины и оборудование,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82398,irina94
208,uncass18ggl5g0000kail4d1g44ti8bs,сверхплановое место,Строительный,0,2,2016,3.6,0.0,0.0,08.00.00,08.03.01,Строительство,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,271490,OlesyaKalinina
209,uncass18hc2jg0000lphtqegesru3evk,сверхплановое место,Уральский гуманитарный институт,Факультет журналистики,1,2017,4.0,0.0,0.0,42.00.00,42.03.05,Медиакоммуникации,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,299137,alexalex09071998
210,uncass18ggl5g0000kaine6felfa21hg,сверхплановое место,Новых материалов и технологий,Машиностроения,2,2016,3.6,0.0,0.0,15.00.00,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,61,Прикладной бакалавриат,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248017,kentik
211,uncass18ggl5g0000ka9de1dmncjsd80,госбюджетное место,Новых материалов и технологий,Инженерная школа новой индустрии,2,2016,2.0,89.87,89.87,22.00.00,22.04.02,Металлургия,68,Магистр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148964,Ekaterina_Ustinova
212,uncass18ggl5g0000kaqttcnm6a7dl7k,госбюджетное место,Естественных наук и математики,Школа бакалавриата (ЕНиМ),1,2017,4.0,0.0,0.0,06.00.00,06.03.01,Биология,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290346,MarinaTarasova4
213,uncass18ggl5g0000kail4d1g44ti8bs,сверхплановое место,Строительный,0,2,2016,5.0,0.0,0.0,08.00.00,08.03.01,Строительство,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218970,Ivan_Antonov
214,uncass18ggl5g0000kaq5g0b29ib7qm0,госбюджетное место,Новых материалов и технологий,Металлургии и металловедения,4,2014,4.0,64.26,66.07,27.00.00,27.03.01,Стандартизация и метрология,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,324168,Julia16582
215,uncass18ggl5g0000knnf22bnplgvof8,госбюджетное место,Новых материалов и технологий,Высшая инженерная школа УрФУ,3,2015,4.0,58.58,61.32,27.00.00,27.03.03,Системный анализ и управление,61,Прикладной бакалавриат,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88013,Alhimist
216,uncass18ggl5g0000kaio552smv9cm3o,госбюджетное место,Уральский энергетический,0,3,2015,4.0,58.94,0.0,13.00.00,13.03.02,Электроэнергетика и электротехника,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,175374,Egor007
217,uncass18ggl5g0000kaqv7lk1i0im3qs,сверхплановое место,Уральский гуманитарный институт,Международных отношений,4,2014,4.0,61.82,66.22,41.00.00,41.03.01,Зарубежное регионоведение,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,295076,Kristina_G
218,uncass18ggl5g0000kain7dt2j01t94k,госбюджетное место,Новых материалов и технологий,Машиностроения,4,2014,5.0,0.0,0.0,15.00.00,15.03.02,Технологические машины и оборудование,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97254,valterV
219,uncass18ggl5g0000kaine6felfa21hg,госбюджетное место,Новых материалов и технологий,Машиностроения,3,2015,5.0,0.0,0.0,15.00.00,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,61,Прикладной бакалавриат,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321883,EvgeniiToktarev
220,uncass18ggl5g0000kaou53o7bv2rs08,госбюджетное место,Радиоэлектроники и информационных технологий - РТФ,Школа бакалавриата,3,2015,4.0,60.72,62.23,11.00.00,11.03.02,Инфокоммуникационные технологии и системы связи,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,292166,AAF
221,uncass18hc2jg0000lb4danbtuqpl4t4,госбюджетное место,Высшая школа экономики и менеджмента,Центр заочного и дистанционного обучения,4,2014,4.6,0.0,0.0,38.00.00,38.03.02,Менеджмент,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,122134,gulnazhalvor
222,uncass18ggl5g0000kail4d1g44ti8bs,сверхплановое место,Строительный,0,2,2016,3.6,0.0,0.0,08.00.00,08.03.01,Строительство,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,266016,julia-zarenkova
223,uncass18ggl5g0000kain7dt2j01t94k,госбюджетное место,Новых материалов и технологий,Машиностроения,3,2015,5.0,0.0,0.0,15.00.00,15.03.02,Технологические машины и оборудование,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,124300,IuryPerevozchikov
224,uncass18ggl5g0000kaine6felfa21hg,сверхплановое место,Новых материалов и технологий,Машиностроения,3,2015,3.6,0.0,0.0,15.00.00,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,61,Прикладной бакалавриат,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77813,DeaDSurF
225,uncass18ggl5g0000kanucd5n9ct01uo,госбюджетное место,Радиоэлектроники и информационных технологий - РТФ,Школа бакалавриата,1,2017,4.0,0.0,0.0,09.00.00,09.03.01,Информатика и вычислительная техника,62,Бакалавр,Очная,ВО,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44837,id266239657
226,uncass18ggl5g0000kagdd2gqqkqmg8c,госбюджетное место,Государственного управления и предпринимательства,Маркетинговых коммуникаций и брендинга,2,2016,2.0,75.69,75.69,42.00.00,42.04.01,Реклама и связи с общественностью,68,Магистр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180179,sergey96petrov
227,uncass18ggl5g0000kail4d1g44ti8bs,сверхплановое место,Строительный,0,3,2015,3.6,0.0,0.0,08.00.00,08.03.01,Строительство,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,88157,id172827180
228,uncass18ggl5g0000kaqcvvh9hguqr14,госбюджетное место,Высшая школа экономики и менеджмента,Бизнес-информатики и математического моделирования,4,2014,4.0,88.13,91.39,38.00.00,38.03.05,Бизнес-информатика,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,210750,EvgeniyaVK
229,uncass18ggl5g0000kael23bglu28b10,сверхплановое место,Уральский энергетический,0,1,2017,2.0,0.0,0.0,13.00.00,13.04.03,Энергетическое машиностроение,68,Магистр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9536,mcarrow
230,uncass18ggl5g0000kainak4oc18p6l0,госбюджетное место,Новых материалов и технологий,Машиностроения,3,2015,4.0,88.35,88.35,15.00.00,15.03.04,Автоматизация технологических процессов и производств,61,Прикладной бакалавриат,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192128,id_9195642204
231,uncass18hc2jg0000lae56nlh4fs94fo,сверхплановое место,Высшая школа экономики и менеджмента,Высшая школа экономики и менеджмента,2,2016,4.0,50.67,53.13,38.00.00,38.03.02,Менеджмент,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,58367,malexvla
232,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,3,2015,4.0,65.92,47.84,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,172768,Kuskov_Sergey
233,uncass18hc2jg0000lm7g8r2cbee3djo,госбюджетное место,Новых материалов и технологий,Инженерная школа новой индустрии,3,2015,4.0,86.45,86.45,22.00.00,22.03.02,Металлургия,61,Прикладной бакалавриат,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174192,Cherepanovms
234,uncass18ggl5g0000kail4d1g44ti8bs,сверхплановое место,Строительный,0,3,2015,5.0,0.0,0.0,08.00.00,08.03.01,Строительство,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,219643,aschuvashev
235,uncass18ggl5g0000kaio4dnpb6qks30,госбюджетное место,Уральский энергетический,0,2,2016,4.0,62.09,62.09,13.00.00,13.03.01,Теплоэнергетика и теплотехника,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,298645,SilvesterFM
236,uncass18ggl5g0000kaem17jfdj4q6eg,госбюджетное место,"Физической культуры, спорта и молодежной политики",0,2,2016,2.0,73.78,77.96,49.00.00,49.04.03,Спорт,68,Магистр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141765,IliaAleksandrov
237,uncass18ggl5g0000kainhbu8qbibpqk,госбюджетное место,Новых материалов и технологий,Машиностроения,3,2015,5.5,77.95,77.95,23.00.00,23.05.02,Транспортные средства специального назначения,65,Специалист,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319922,west1808
238,uncass18hc2jg0000lk77mochhrjiec4,госбюджетное место,Государственного управления и предпринимательства,Государственного и муниципального управления,3,2015,3.0,0.0,0.0,39.00.00,39.06.01,Социологические науки,70,Аспирант,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185799,NataliaShutova
239,uncass18ggl5g0000kaine6felfa21hg,госбюджетное место,Новых материалов и технологий,Машиностроения,2,2016,4.0,92.65,92.65,15.00.00,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,61,Прикладной бакалавриат,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281801,Musina_Darina
240,uncass18ggl5g0000kaio552smv9cm3o,сверхплановое место,Уральский энергетический,0,3,2015,4.0,62.55,64.89,13.00.00,13.03.02,Электроэнергетика и электротехника,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,194970,89122660809
241,uncass18ggl5g0000j12bma7ueom0jl0,сверхплановое место,Уральский энергетический,0,5,2013,5.0,0.0,0.0,13.00.00,13.03.02,Электроэнергетика и электротехника,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,95459,androam
242,uncass18ggl5g0000ko0h05ahuofjqo8,сверхплановое место,Естественных наук и математики,Школа бакалавриата (ЕНиМ),1,2017,6.0,0.0,0.0,30.00.00,30.05.01,Медицинская биохимия,65,Специалист,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315000,alexandrapa
243,uncass18ggl5g0000kail4d1g44ti8bs,сверхплановое место,Строительный,0,2,2016,3.6,0.0,0.0,08.00.00,08.03.01,Строительство,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324571,zaindtinov
244,uncass18ggl5g0000kaqt5oa0qj38bho,госбюджетное место,Естественных наук и математики,Школа бакалавриата (ЕНиМ),1,2017,4.0,0.0,0.0,03.00.00,03.03.02,Физика,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,206869,Orlonalik
245,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,3,2015,4.0,76.09,78.8,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,187299,Savchenkova_Angelina_Vasylevna
246,uncass18ggl5g0000kaou38eihkjqeho,госбюджетное место,Радиоэлектроники и информационных технологий - РТФ,Школа бакалавриата,1,2017,4.0,0.0,0.0,09.00.00,09.03.02,Информационные системы и технологии,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,41933,sobstvenno_ja
247,uncass18ggl5g0000kag72hujktlh6ik,госбюджетное место,Уральский гуманитарный институт,Международных отношений,2,2016,2.0,84.93,84.93,41.00.00,41.04.03,Востоковедение и африканистика,68,Магистр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103640,juliaezio
248,uncass18ggl5g0000kaineo7kjgemarg,госбюджетное место,Новых материалов и технологий,Машиностроения,2,2016,4.0,83.61,83.61,15.00.00,15.03.06,Мехатроника и робототехника,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,330122,rege
249,uncass18hc2jg0000ll4qhms6f7icapg,госбюджетное место,Уральский гуманитарный институт,Филологический факультет,3,2015,4.0,0.0,0.0,45.00.00,45.03.01,Филология,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,210425,E_l_e_n_a
250,uncass18ggl5g0000kaqttcnm6a7dl7k,госбюджетное место,Естественных наук и математики,Школа бакалавриата (ЕНиМ),2,2016,4.0,77.45,77.45,06.00.00,06.03.01,Биология,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149772,Tasha432
251,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,3,2015,4.0,76.65,80.72,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,179385,Yana444
252,uncass18ggl5g0000kb9qviuh2dfg9dg,госбюджетное место,Нижнетагильский технологический,Нижнетагильский технологический (институт),3,2015,5.0,0.0,0.0,22.00.00,22.03.02,Металлургия,62,Бакалавр,Очно-заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,202057,id12728025
253,uncass18ggl5g0000kaqsplbivu3ie48,сверхплановое место,Государственного управления и предпринимательства,Государственного и муниципального управления,1,2017,5.0,0.0,0.0,38.00.00,38.03.04,Государственное и муниципальное управление,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,80563,arefjeva
254,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,4,2014,4.0,67.05,71.39,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,126642,NastiaPonomarenko
255,uncass18ggl5g0000kain52fm4nr4v5k,госбюджетное место,Новых материалов и технологий,Машиностроения,2,2016,4.0,73.39,73.39,12.00.00,12.03.05,Лазерная техника и лазерные технологии,61,Прикладной бакалавриат,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289029,Semqa20
256,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,3,2015,4.0,85.45,83.1,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,215176,vanjesyolkin
