index,brs_id,Направление,Основа,Формирующее подразделение (институт),Формирующее подразделение (департамент),Курс,Год начала,Срок освоения,Средняя оценка ,Средняя оценка по первой сдаче,Код,ОКСО,Направление.1,Уровеь,Уровень,Форма,Олимпиада,Физическая культура,Рисунок,Химия,География,Информатика и ИКТ,История,Математика,Композиционный рисунок,Композиция,Рисунок и композиция,Русский язык,Творческий конкурс,Собеседование,Филология (отечественная),Творческое сочинение,Литература,Филология,Биология,Физика,Академический рисунок,Обществознание,Английский язык,Вступительный экзамен по программе,Иностранный язык,История искусств,Final Avg,Final Exam Avg,HW Avg,TC Avg,id,ig Avg,metrology Avg,ng Avg,sootv Avg,stand Avg,termodin Avg,username,БП Avg,ДЗ Avg,ДР Avg,Дз1 Avg,Дз2 Avg,З Avg,ИЗ Avg,ИТ Avg,КЗ Avg,ПЗ Avg,Практ Avg,РТ Avg,Т Avg,ТЗ Avg,Тест Avg,УЗ Avg
2292,studen18ggl5g0000kvnpj7fbmc6hosk,uncass18ggl5g0000kail4d1g44ti8bs,сверхплановое место,Строительный,0,3,2015,3.6,0.0,0.0,08.00.00,08.03.01,Строительство,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88124,0.0,0.0,0.0,0.0,0.0,0.0,LMS1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923076923,0.0
1062,studen18hc2jg0000lsa2s7beht9adf0,uncass18ggl5g0000kanucd5n9ct01uo,сверхплановое место,Радиоэлектроники и информационных технологий - РТФ,Школа бакалавриата,1,2017,4.0,0.0,0.0,09.00.00,09.03.01,Информатика и вычислительная техника,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,68.0,0.0,68.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131080,0.0,0.0,0.0,0.0,0.0,0.0,Vitaly_Belyaev,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2414,studen18hc2jg0000ld4o7ih3nnj3kdg,uncass18ggl5g0000kain90edhfdo2ig,госбюджетное место,Новых материалов и технологий,Машиностроения,2,2016,4.0,58.26,59.49,15.00.00,15.03.02,Технологические машины и оборудование,61,Прикладной бакалавриат,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232107,0.0,0.0,0.0,0.0,0.0,0.0,ugrymov,0.148148148,0.310770975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340186685,0.0,0.0,0.0
4386,studen18hc2jg0000lepf35q9ct78t7g,uncass18ggl5g0000kail4d1g44ti8bs,сверхплановое место,Строительный,0,2,2016,3.6,0.0,0.0,08.00.00,08.03.01,Строительство,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280824,0.0,0.0,0.0,0.0,0.0,0.0,social_zombie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2145,studen18ggl5g0000ku9p2d268dg97cs,uncass18ggl5g0000kaqvb84kk1t1kq0,сверхплановое место,Уральский гуманитарный институт,Факультет журналистики,3,2015,4.0,81.45,0.0,42.00.00,42.03.02,Журналистика,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,91.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179432,0.0,0.0,0.0,0.0,0.0,0.0,MrsTiramisu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076923077,0.0
997,studen18hc2jg0000lu2lev8b7u54shs,uncass18ggl5g0000kail4d1g44ti8bs,сверхплановое место,Строительный,0,1,2017,5.0,0.0,0.0,08.00.00,08.03.01,Строительство,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57248,0.0,0.0,0.0,0.0,0.0,0.0,telemax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5643,studen18ggl5g0000ku9ngoe037ufvq0,uncass18ggl5g0000kaqu7pfbltrie2o,госбюджетное место,Уральский гуманитарный институт,Политологии и социологии,3,2015,4.0,87.65,87.65,39.00.00,39.03.01,Социология,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97257,0.0,0.0,0.0,0.0,0.0,0.0,Leleox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352941176
5339,studen18hc2jg0000ld8jcffttldnmmo,uncass18ggl5g0000kaingjml6g5acs8,сверхплановое место,Новых материалов и технологий,Машиностроения,2,2016,4.0,65.02,65.76,23.00.00,23.03.03,Эксплуатация транспортно-технологических машин и комплексов,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279377,0.0,0.0,0.0,0.0,0.0,0.0,biktorbabk,0.7222222220000001,0.541269841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7814715109999999,0.0,0.0,0.0
5084,studen18ggl5g0000ku9n1qcmgakocs0,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,3,2015,4.0,56.28,64.14,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178234,0.0,0.0,0.0,0.0,0.0,0.0,Sofia_Baryshnikova,0.0,0.0,0.0,0.0,0.0,0.0,0.675862069,0.0,0.0,0.666666667,0.670371246,0.0,0.0,0.0,0.0,0.0
5115,studen18ggl5g0000ku9n3c4jd7t2ak4,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,3,2015,4.0,85.56,90.68,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190292,0.0,0.0,0.0,0.0,0.0,0.0,Rodnova_Oksana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3833,studen18ggl5g0000ku9m1r5819q2os8,uncass18ggl5g0000kaine6felfa21hg,госбюджетное место,Новых материалов и технологий,Машиностроения,3,2015,4.0,69.97,69.97,15.00.00,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,61,Прикладной бакалавриат,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83912,0.0,0.0,0.0,0.0,0.0,0.0,vitekker,0.0,0.0,0.0,0.0,0.0,0.102040816,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1263,studen18hc2jg0000lfke8eq644q3208,uncass18ggl5g0000kaine6felfa21hg,сверхплановое место,Новых материалов и технологий,Машиностроения,3,2015,5.0,0.0,0.0,15.00.00,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,61,Прикладной бакалавриат,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274631,0.0,0.0,0.0,0.0,0.0,0.0,Zanin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5612,studen18ggl5g0000ku9n7s8ln3jr9pg,uncass18ggl5g0000kail4ukqj1d8dq0,сверхплановое место,Строительный,0,3,2015,6.0,70.34,70.34,08.00.00,08.05.01,Строительство уникальных зданий и сооружений,65,Специалист,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7393,0.0,0.0,0.0,0.0,0.0,0.0,mihail-belyakov,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3569,studen18ggl5g0000kvru7rm39i0uip0,uncass18ggl5g0000kain7dt2j01t94k,сверхплановое место,Новых материалов и технологий,Машиностроения,3,2015,5.0,0.0,0.0,15.00.00,15.03.02,Технологические машины и оборудование,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.8790733279999999,49367,0.0,0.0,0.0,0.0,0.0,0.0,kochurowa_nataliya,0.0,0.0,0.0,0.0,0.0,0.797757552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5190,studen18hc2jg0000ld4o6qrnman5mqg,uncass18ggl5g0000kain52fm4nr4v5k,госбюджетное место,Новых материалов и технологий,Машиностроения,2,2016,4.0,87.07,87.07,12.00.00,12.03.05,Лазерная техника и лазерные технологии,61,Прикладной бакалавриат,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285889,0.0,0.0,0.0,0.0,0.0,0.0,IlyachevichTatyana,1.0,0.937830688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5132,studen18ggl5g0000ku9n41akcv9ojeg,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,3,2015,4.0,67.09,68.46,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187925,0.0,0.0,0.0,0.0,0.0,0.0,nastusha-super1,0.0,0.0,0.0,0.0,0.0,0.0,0.986206897,0.0,0.0,0.666666667,0.808045668,0.0,0.0,0.0,0.0,0.0
2528,studen18ggl5g0000ku9ljdv6pms7a4s,uncass18ggl5g0000knnf22bnplgvof8,госбюджетное место,Новых материалов и технологий,Высшая инженерная школа УрФУ,3,2015,4.0,58.58,61.32,27.00.00,27.03.03,Системный анализ и управление,61,Прикладной бакалавриат,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88013,0.0,0.0,0.0,0.0,0.0,0.0,Alhimist,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
4114,studen18ggl5g0000kg4asvjoba3ef44,uncass18ggl5g0000kaq5bmfiidlle3o,госбюджетное место,Новых материалов и технологий,Металлургии и металловедения,3,2015,4.0,13.27,0.0,22.00.00,22.03.01,Материаловедение и технологии материалов,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9625,0.0,0.0,0.0,169503,0.0,0.976140351,0.0,0.9006540259999999,0.932661064,0.0,dashazubkova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1305,studen18hc2jg0000lscgb9i1uc2bue4,uncass18ggl5g0000kaelahmp0svdnrk,госбюджетное место,Уральский энергетический,0,1,2017,2.0,0.0,0.0,13.00.00,13.04.02,Электроэнергетика и электротехника,68,Магистр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67975,0.0,0.0,0.0,0.0,0.0,0.0,marythunderstorms,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4651,studen18hc2jg0000ls2di8fa0n8rf1s,uncass18ggl5g0000kaqv5egj4c88egg,сверхплановое место,Уральский гуманитарный институт,Международных отношений,1,2017,4.0,0.0,0.0,41.00.00,41.03.05,Международные отношения,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,206764,0.0,0.0,0.0,0.0,0.0,0.0,Tatiana1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283974359,0.0
3020,studen18hc2jg0000ld8c47qk86sg11g,uncass18ggl5g0000kaqttcnm6a7dl7k,госбюджетное место,Естественных наук и математики,Школа бакалавриата (ЕНиМ),2,2016,4.0,84.88,84.88,06.00.00,06.03.01,Биология,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206216,0.0,0.0,0.0,0.0,0.0,0.0,Daejrena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4986,studen18ggl5g0000ku9m25u4ujp2r60,uncass18ggl5g0000kaine6felfa21hg,госбюджетное место,Новых материалов и технологий,Машиностроения,3,2015,4.0,72.6,72.6,15.00.00,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,61,Прикладной бакалавриат,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83896,0.0,0.0,0.0,0.0,0.0,0.0,AlekseiSuetin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2705,studen18ggl5g0000ku9n75lut52ntro,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,3,2015,4.0,85.45,83.1,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215151,0.0,0.0,0.0,0.0,0.0,0.0,vovanovich1977,0.0,0.0,0.0,0.0,0.0,0.0,0.27991453,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
410,studen18hc2jg0000ldqarb5qdmuq184,uncass18ggl5g0000kaq58q3ikk2rn18,госбюджетное место,Новых материалов и технологий,Металлургии и металловедения,2,2016,5.0,0.0,0.0,22.00.00,22.03.02,Металлургия,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160709,0.0,0.0,0.0,0.0,0.0,0.0,AleksandrMaltsev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4319,studen18hc2jg0000ls15di9cf8ekek0,uncass18ggl5g0000kap2kq9274v947o,госбюджетное место,Естественных наук и математики,Школа бакалавриата (ЕНиМ),1,2017,4.0,0.0,0.0,02.00.00,02.03.02,Фундаментальная информатика и информационные технологии,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,81.0,0.0,90.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263613,0.0,0.0,0.0,0.0,0.0,0.0,Annrays,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4641,studen18hc2jg0000lelboi760olkngs,uncass18hc2jg0000l9pq6lpc6b84dl4,госбюджетное место,Новых материалов и технологий,Высшая инженерная школа УрФУ,2,2016,3.2,0.0,0.0,15.00.00,15.03.02,Технологические машины и оборудование,61,Прикладной бакалавриат,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222308,0.0,0.569824561,0.0,0.0,0.0,0.0,bboy_felixhong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4384,studen18ggl5g0000kvudgnppane1lsk,uncass18ggl5g0000kain7dt2j01t94k,сверхплановое место,Новых материалов и технологий,Машиностроения,3,2015,3.6,0.0,0.0,15.00.00,15.03.02,Технологические машины и оборудование,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83041,0.0,0.0,0.0,0.0,0.0,0.0,Chenskiy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5797,studen18ggl5g0000kvru6e89e3flnsk,uncass18ggl5g0000kail4d1g44ti8bs,сверхплановое место,Строительный,0,3,2015,3.6,0.0,0.0,08.00.00,08.03.01,Строительство,62,Бакалавр,Заочная,0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82296,0.0,0.0,0.0,0.0,0.0,0.0,kir-maurin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,0.0,0.926896021,0.0
3311,studen18hc2jg0000le8qm8iog5btb84,uncass18hc2jg0000l8141rj9rsd2sig,госбюджетное место,Уральский гуманитарный институт,Политологии и социологии,2,2016,3.0,0.0,0.0,41.00.00,41.06.01,Политические науки и регионоведение,70,Аспирант,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58271,0.0,0.0,0.0,0.0,0.0,0.0,id89557784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.0,0.41033891,0.0,0.426003344
917,studen18ggl5g0000kuh198edfh532v4,uncass18ggl5g0000kail4d1g44ti8bs,сверхплановое место,Строительный,0,3,2015,4.0,50.3,72.65,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191318,0.0,0.0,0.0,0.0,0.0,0.0,Misha_n10,1.0,0.7898715040000001,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.912280702,0.0,0.0,0.0
4805,studen18ggl5g0000kuri073gsmiitl4,uncass18ggl5g0000klpsikee9c0cs5s,госбюджетное место,Филиал г.Краснотурьинск,0,3,2015,4.0,0.0,0.0,13.00.00,13.03.03,Энергетическое машиностроение,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.609756098,0.0,0.979034284,276592,0.0,0.0,0.0,0.0,0.0,0.0,id49055557,0.0,0.0,0.0,0.0,0.0,0.917070195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3961,studen18ggl5g0000ku9nietgdu312dk,uncass18ggl5g0000kaquupnanuo4guc,госбюджетное место,Уральский гуманитарный институт,Психологии,3,2015,4.0,81.07,81.07,37.00.00,37.03.01,Психология,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269425,0.0,0.0,0.0,0.0,0.0,0.0,missnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4564,studen18hc2jg0000ls15a1n1gg1c040,uncass18ggl5g0000ko0h05ahuofjqo8,госбюджетное место,Естественных наук и математики,Школа бакалавриата (ЕНиМ),1,2017,6.0,0.0,0.0,30.00.00,30.05.01,Медицинская биохимия,65,Специалист,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12931,0.0,0.0,0.0,0.0,0.0,0.0,jazzle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609,studen18hc2jg0000lsa1u3ba3s3si40,uncass18ggl5g0000kko8mpj18lvsc7s,госбюджетное место,Новых материалов и технологий,Инженерная школа новой индустрии,1,2017,2.0,0.0,0.0,09.00.00,09.04.02,Информационные системы и технологии,68,Магистр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3625,0.0,0.0,0.0,178851,0.0,0.986666667,0.0,0.8962648459999999,0.929187675,0.0,ana_shtina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2718,studen18ggl5g0000ku9n8nr9tdq68ns,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,3,2015,4.0,79.53,84.8,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192677,0.0,0.0,0.0,0.0,0.0,0.0,Elizaveta725,1.0,0.976190476,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.971717172,0.0,0.0,0.0
2660,studen18ggl5g0000ku9n33o80n8ue2k,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,3,2015,4.0,84.18,88.27,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190396,0.0,0.0,0.0,0.0,0.0,0.0,nik_dv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.833333333,0.894795261,0.0,0.0,0.0,0.0,0.0
4390,studen18hc2jg0000ls157mj6p2a250o,uncass18ggl5g0000kaqtps4hk8549io,госбюджетное место,Естественных наук и математики,Школа бакалавриата (ЕНиМ),1,2017,4.0,0.0,0.0,04.00.00,04.03.02,"Химия, физика и механика материалов",62,Бакалавр,Очная,0,0.0,0.0,64.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207462,0.0,0.0,0.0,0.0,0.0,0.0,AnastasiiaMishina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065789474,0.0,0.0
5142,studen18ggl5g0000ku9n4j66eclhf6s,uncass18ggl5g0000kail4d1g44ti8bs,госбюджетное место,Строительный,0,3,2015,4.0,87.14,93.89,08.00.00,08.03.01,Строительство,62,Бакалавр,Очная,0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177914,0.0,0.0,0.0,0.0,0.0,0.0,ist-nasika,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,0.0,0.538461538,0.0
