index,Направление,Основа,Формирующее подразделение (институт),Формирующее подразделение (департамент),Курс,Год начала,Срок освоения,Средняя оценка ,Средняя оценка по первой сдаче,Код,ОКСО,Направление.1,Уровеь,Уровень,Форма,Олимпиада,Физическая культура,Рисунок,Химия,География,Информатика и ИКТ,История,Математика,Композиционный рисунок,Композиция,Рисунок и композиция,Русский язык,Творческий конкурс,Собеседование,Филология (отечественная),Творческое сочинение,Литература,Филология,Биология,Физика,Академический рисунок,Обществознание,Английский язык,Вступительный экзамен по программе,Иностранный язык,История искусств,id,username 
266,48,0,4,6,1,2017,2.0,0.0,0.0,11,45,48,68,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183789,664
267,112,0,4,14,3,2015,4.0,50.78,51.99,20,76,43,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,182455,690
268,60,1,6,0,2,2016,3.6,0.0,0.0,7,19,70,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,280027,503
269,90,0,9,0,4,2014,4.0,77.55,77.61,22,83,81,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,300469,616
270,240,1,0,26,4,2014,3.2,0.0,0.0,27,97,95,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23691,889
271,7,0,4,11,5,2013,5.0,0.0,0.0,14,58,0,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,13102,996
272,60,1,6,0,4,2014,3.6,0.0,0.0,7,19,70,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317378,331
273,131,0,2,28,3,2015,4.0,47.48,50.55,2,10,83,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,114812,455
274,60,0,6,0,4,2014,4.0,86.55,88.3,7,19,70,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,206961,47
275,60,1,6,0,3,2015,3.6,0.0,0.0,7,19,70,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86954,857
276,70,0,4,11,3,2015,4.0,74.9,74.9,14,59,29,61,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83696,620
277,150,1,7,12,3,2015,4.0,78.41,78.41,29,119,41,62,1,1,0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,98102,75
278,149,1,7,8,4,2014,4.0,63.63,54.57,31,128,79,62,1,1,0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,242838,1049
279,60,0,6,0,3,2015,4.0,56.74,57.51,7,19,70,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,188158,380
280,160,0,12,0,3,2015,4.0,64.0,67.16,1,6,89,62,1,1,0,0.0,0.0,0.0,0.0,70.0,0.0,64.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33931,36
281,154,1,7,21,1,2017,4.0,0.0,0.0,30,123,14,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,47.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123733,1102
282,60,1,6,0,3,2015,4.0,60.21,58.65,7,19,70,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,200354,803
283,101,0,5,30,4,2014,5.5,73.3,73.89,9,31,21,65,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112555,474
284,129,1,1,7,1,2017,5.0,0.0,0.0,27,102,77,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,161468,544
285,76,0,8,0,3,2015,4.0,54.73,55.35,12,47,100,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,286412,859
286,55,0,7,22,2,2016,2.0,82.24,82.24,37,151,66,68,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271048,906
287,23,0,2,29,1,2017,2.0,0.0,0.0,19,74,10,68,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185288,976
288,66,0,4,11,2,2016,5.0,0.0,0.0,14,57,74,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,114718,1053
289,60,0,6,0,3,2015,4.0,61.67,68.34,7,19,70,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,200385,355
290,127,1,1,7,1,2017,6.0,0.0,0.0,27,108,96,65,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25857,727
291,73,0,4,11,2,2016,4.0,47.64,47.64,21,80,97,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,277764,1020
292,100,0,5,27,4,2014,5.0,0.0,0.0,22,85,80,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280681,22
293,72,0,4,11,2,2016,4.0,51.06,46.32,21,79,46,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,280273,298
294,60,0,6,0,1,2017,4.0,0.0,0.0,7,19,70,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,279447,984
295,60,0,6,0,3,2015,4.0,72.09,87.0,7,19,70,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,175769,273
296,60,0,6,0,3,2015,4.0,76.02,78.53,7,19,70,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,190505,101
297,138,0,7,24,2,2016,5.0,0.0,0.0,34,140,86,62,1,0,0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,27457,1035
298,107,0,2,28,4,2014,4.0,83.15,83.15,0,0,33,62,1,1,1,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84146,606
299,130,1,1,10,3,2015,5.0,0.0,0.0,30,122,61,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132679,214
300,147,0,7,8,4,2014,4.0,60.22,57.67,33,136,24,62,1,1,0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,326610,44
301,60,1,6,0,2,2016,3.6,0.0,0.0,7,19,70,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,288299,700
302,161,1,12,0,4,2014,4.6,0.0,0.0,8,23,22,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,244194,1072
303,52,0,7,12,2,2016,2.0,87.46,87.46,29,121,9,68,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322989,959
304,214,0,7,22,1,2017,2.0,0.0,0.0,36,148,25,68,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220267,629
305,66,1,4,11,3,2015,3.6,0.0,0.0,14,57,74,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,122649,680
306,151,1,7,12,4,2014,4.0,84.21,84.21,29,116,15,62,1,1,0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,202058,652
307,16,0,2,28,6,2012,5.5,86.4,86.4,9,30,27,65,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239705,15
308,60,1,6,0,3,2015,3.6,0.0,0.0,7,19,70,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,87640,786
309,60,0,6,0,3,2015,4.0,79.93,80.65,7,19,70,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,191777,65
310,212,0,7,9,2,2016,2.0,84.81,84.81,32,133,32,68,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23374,1002
311,75,0,8,0,2,2016,4.0,61.26,61.26,12,46,73,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,289563,694
312,60,1,6,0,3,2015,4.0,62.41,68.16,7,19,70,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,190359,870
313,112,1,4,14,4,2014,3.6,0.0,0.0,20,76,43,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222783,325
314,112,1,4,14,4,2014,3.6,0.0,0.0,20,76,43,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263270,142
315,114,0,4,14,4,2014,4.0,82.77,82.77,20,75,36,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,183961,476
316,127,1,1,7,1,2017,5.0,0.0,0.0,27,108,96,65,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169737,445
317,145,1,7,19,1,2017,4.0,0.0,0.0,26,94,58,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219846,1042
318,165,0,3,16,2,2016,5.0,0.0,0.0,7,19,70,62,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,92869,342
319,151,1,7,12,1,2017,4.0,0.0,0.0,29,116,15,62,1,1,0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,265461,388
320,70,1,4,11,3,2015,3.6,0.0,0.0,14,59,29,61,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77813,107
321,77,0,8,0,2,2016,4.0,75.09,75.09,12,48,101,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,116480,1024
322,221,1,0,31,4,2014,4.0,82.19,82.19,27,97,95,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,311050,623
323,60,0,6,0,2,2016,4.0,63.84,63.84,7,19,70,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,327695,1095
324,174,0,12,0,2,2016,5.0,76.9,76.9,18,72,50,65,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316816,293
325,60,1,6,0,3,2015,3.6,0.0,0.0,7,19,70,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,87607,245
326,234,0,0,3,1,2017,4.0,0.0,0.0,27,97,95,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,228678,965
327,22,0,2,29,1,2017,2.0,0.0,0.0,1,8,89,68,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161274,383
328,60,0,6,0,3,2015,4.0,78.89,77.92,7,19,70,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,31295,569
329,35,0,8,0,2,2016,2.0,77.58,71.05,12,50,100,68,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192651,19
330,76,0,8,0,3,2015,4.0,64.5,0.0,12,47,100,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,199552,581
331,198,0,13,0,1,2017,4.0,0.0,0.0,16,68,90,70,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175120,724
332,76,1,8,0,3,2015,3.7,0.0,0.0,12,47,100,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,82181,564
333,60,1,6,0,3,2015,5.0,0.0,0.0,7,19,70,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,210114,753
334,65,0,4,11,3,2015,4.0,58.45,65.1,14,56,37,61,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220344,297
335,69,0,4,11,2,2016,4.0,90.47,90.47,14,58,0,61,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295885,1008
336,47,0,7,17,2,2016,2.0,75.92,75.92,28,113,65,68,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294464,9
337,59,0,13,0,1,2017,4.0,0.0,0.0,17,69,7,62,1,1,0,0.0,0.0,86.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279916,860
338,179,0,4,2,3,2015,3.2,0.0,0.0,12,47,100,61,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247522,346
339,112,0,4,14,2,2016,4.5,0.0,0.0,20,76,43,62,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,294948,38
340,24,0,2,29,2,2016,2.0,80.46,80.46,22,89,17,68,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276607,164
341,136,0,2,28,1,2017,4.0,0.0,0.0,5,16,5,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73008,645
342,98,0,5,27,3,2015,4.0,65.62,66.05,10,34,18,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,165256,267
343,60,0,6,0,4,2014,4.0,85.75,85.35,7,19,70,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,76954,166
344,74,0,4,11,3,2015,5.5,85.5,85.5,21,81,78,65,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50696,759
345,60,0,6,0,3,2015,5.0,0.0,0.0,7,19,70,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,253570,638
346,165,0,3,16,3,2015,5.0,0.0,0.0,7,19,70,62,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,290827,579
347,68,0,4,11,3,2015,4.0,86.96,86.96,14,58,0,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,187265,428
348,73,0,4,11,2,2016,4.0,66.23,66.23,21,80,97,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,279761,394
349,154,1,7,21,3,2015,4.0,75.44,76.2,30,123,14,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,56.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156540,43
350,173,0,12,0,1,2017,4.0,0.0,0.0,18,71,76,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,129824,572
351,75,1,8,0,2,2016,3.8,0.0,0.0,12,46,73,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,289167,99
352,60,0,6,0,3,2015,4.0,50.45,51.1,7,19,70,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,188903,822
353,60,0,6,0,4,2014,4.0,86.55,88.3,7,19,70,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,9843,84
354,112,0,4,14,3,2015,4.0,43.91,0.0,20,76,43,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,214204,519
355,195,0,4,6,2,2016,2.0,94.95,94.95,20,78,43,68,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271004,1010
356,138,0,7,24,3,2015,5.0,0.0,0.0,34,140,86,62,1,0,0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,173914,494
357,76,0,8,0,4,2014,4.1,28.18,0.0,12,47,100,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,73202,713
358,60,0,6,0,3,2015,4.0,80.56,85.52,7,19,70,62,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,194193,1038
